author-name,work-title,earliest-publication-date,country,source,bibacme-work-id,cligs-idno,fictionality,narrativity,prose,>=84p,">=16,000w",own-structure,readership,realistic,note
"Noguera, Bernardino",La modista coqueta,1900,Argentina,Lichtblau,W544,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Nieves, Manuel María","Los mártires de Buenos Aires, o el verdugo de su república",1861,Argentina,Lichtblau,-,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,"Author from Spain, first published in Madrid, reprint in Buenos Aires."
"Napolitano, Leonardo",Alma virgen – una escena de la vida real,1910,Argentina,Lichtblau,W542,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Morante, Pedro G.",Grandezas,1890,Argentina,Lichtblau,W541,nh0088,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Monroy, Fabio",El ángel de la virtud,1886,Argentina,Lichtblau,W540,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Babuglia, Antonio",Nenna,1887,Argentina,Lichtblau,W54,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Mohr, Luis Alberto",Verdad y ficción,1888,Argentina,Lichtblau,W539,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Mohr, Luis Alberto",Alberto Trejo–¿castigo del cielo o justicia de la tierra?,1884,Argentina,Lichtblau,W538,nh0028,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Mitre, Bartolomé",Soledad,1847,Argentina,Lichtblau,W536,nh0096,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Miró, José María",La bolsa,1891,Argentina,Lichtblau,W535,nh0060,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Mercante, Víctor",Los estudiantes,1908,Argentina,Lichtblau,W534,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Méndez, Malaquias",Lucía,1879,Argentina,Lichtblau,W532,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Massioti, Antonio B.",Tierra y cielo,1888,Argentina,Lichtblau,W531,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Martínez Zuviría, Gustavo",Pequeñas grandes almas,1907,Argentina,Lichtblau,W530,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Vinageras, Antonio",Enriqueta,1868,Cuba,DLC,W53,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Martínez Zuviría, Gustavo",Alegre,1905,Argentina,Lichtblau,W529,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Marquéz, Fernando",La Isla Paraíso,1910,Argentina,Lichtblau,W528,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Marquéz, Coriolano","El pirata, o la familia de los condes de Osorno",1863,Argentina,Lichtblau,W527,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Marqués, Teodoro Y.",La tragedia de la vida,1890,Argentina,Lichtblau,W526,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Marqués, Gervasio",La liga,1893,Argentina,Lichtblau,W525,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Marqués, Gervasio",En la sierra,1896,Argentina,Lichtblau,W524,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Mármol, José",Amalia,1855,Argentina,Lichtblau,W522,nh0017,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Manso de Noronha, Juana",Los misterios del Plata Guerras civiles del Río de la Plata,1899,Argentina,Lichtblau,W521,nh0094,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Manso de Noronha, Juana",La familia del Comendador,1854,Argentina,Lichtblau,W520,nh0095,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Mansilla de García, Eduarda",Tío Antonio,1884,Argentina,Lichtblau,W519,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Mansilla de García, Eduarda",El médico de San Luis,1860,Argentina,Lichtblau,W517,nh0024,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Mansilla de García, Eduarda",Lucía Miranda,1882,Argentina,Lichtblau,W516,nh0025,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Maino, Pedro",Muerte y vida,1908,Argentina,Lichtblau,W513,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Maino, Pedro",Crimen de muchos,1907,Argentina,Lichtblau,W512,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Machali, Ramón","Emilia, o los efectos del coquetismo",1862,Argentina,Lichtblau,W511,nh0045,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Llanos, Julio",Camila O'Gorman,1883,Argentina,Lichtblau,W506,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Llanos, Julio",Ofelia Arturo Sierra,1884,Argentina,Lichtblau,W505,nh0218,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Lynch, Benito",Plata dorada,1909,Argentina,Lichtblau,W503,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Lugones, Leopoldo",La guerra gaucha,1905,Argentina,Lichtblau,W501,nh0086,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"López Torres, Francisco",La huérfana de Pago Largo,1856,Argentina,Lichtblau,W496,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"López, Vicente Fidel",La loca de la guardia,1896,Argentina,Lichtblau,W495,nh0037,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"López, Vicente Fidel",La Gran Semana de 1810,1896,Argentina,Lichtblau,W494,nh0161,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"López, Vicente Fidel",La novia del hereje o La Inquisición de Lima,1854,Argentina,Lichtblau,W493,nh0035,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"López, Lucio Vicente",La gran aldea,1884,Argentina,Lichtblau,W492,nh0027,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"López, Enrique","El indicador positivista, o la novela enciclopédica",1869,Argentina,Lichtblau,W491,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Loiseau, Ernesto O.",Hojas de mirto,1859,Argentina,Lichtblau,W490,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villaverde, Cirilo",Dos amores,1858,Cuba,DLC,W49,nh0102,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Leguizamón, Martiniano",Montaraz,1900,Argentina,Lichtblau,W488,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Salado Álvarez, Victoriano",El golpe de estado,1903,México,Torres-Rioseco,W486,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Larrosa de Ansaldo, Lola",El lujo,1889,Argentina,Lichtblau,W485,nh0172,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Larrosa de Ansaldo, Lola",¡Hija mía!,1888,Argentina,Lichtblau,W484,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Larrosa de Ansaldo, Lola",Los esposos,1893,Argentina,Lichtblau,W483,nh0150,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Larreta, Enrique",La gloria de Don Ramiro,1908,Argentina,Lichtblau,W482,nh0084,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Villaverde, Cirilo",El guajiro,1842,Cuba,DLC,W48,nh0001,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Lapuente, Laurindo",Virtud y amor hasta la tumba,1858,Argentina,Lichtblau,W479,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Lapuente, Laurindo",El Herminio de la Nueva Troya,1857,Argentina,Lichtblau,W478,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Lapuente, Laurindo",La aerostática en Buenos Aires,1856,Argentina,Lichtblau,W477,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Lannot, León","Paola, la hija del misionero",1904,Argentina,Lichtblau,W476,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Lamas, Pedro S.",Silvia,1885,Argentina,Lichtblau,W475,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Laggar, Mary",El ansiado nombramiento político,1907,Argentina,Lichtblau,W474,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Juglaris, Enrique Juan",La bella Emilia,1869,Argentina,Lichtblau,W472,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Iribuen, Juan",Un joven argentino,1889,Argentina,Lichtblau,W471,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
Ingalik,El romance de otro médico,1909,Argentina,Lichtblau,W470,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Holmberg, Eduardo Ladislao",El tipo más original,1879,Argentina,Holmberg,W469,nh0189,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Holmberg, Eduardo Ladislao",Viaje maravilloso del Sr. Nic-Nac al planeta Marte,1875,Argentina,Lichtblau,W468,nh0185,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Holmberg, Eduardo Ladislao",Nelly,1896,Argentina,Lichtblau,W467,nh0187,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Holmberg, Eduardo Ladislao",Dos partidos en lucha,1875,Argentina,Lichtblau,W466,nh0083,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Holmberg, Eduardo Ladislao",La casa endiablada,1894,Argentina,Lichtblau,W465,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Holmberg, Eduardo Ladislao",La bolsa de huesos,1896,Argentina,Lichtblau,W464,nh0186,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Higginson, Ricardo Ciro",La danza de la muerte,1906,Argentina,Lichtblau,W463,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Higginson, Ricardo Ciro",Bárbaros,1909,Argentina,Lichtblau,W462,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villaverde, Cirilo",El penitente,1889,Cuba,DLC,W46,nh0169,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Tomás","El destino, o la venganza de una mujer",1857,Argentina,Lichtblau,W459,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Ricardo",Cristián,1880,Argentina,Lichtblau,W457,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Juan María",El Capitán de Patricios,1864,Argentina,Lichtblau,W456,nh0040,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Eduardo",La muerte de Buenos Aires,1881,Argentina,HathiTrust,W455,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Un viaje infernal,1899,Argentina,Lichtblau,W454,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",El tigre del Quequén,1880,Argentina,Lichtblau,W453,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Los siete bravos,1885,Argentina,Lichtblau,W452,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Una amistad hasta la muerte,1891,Argentina,Lichtblau,W451,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Santos Vega,1880,Argentina,Lichtblau,W450,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villaverde, Cirilo","Cecilia Valdés; o, La loma del Ángel",1839,Cuba,DLC,W45,nh0118,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Eduardo",Pastor Luna,1886,Argentina,Lichtblau,W449,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Nicanora Fernández,1896,Argentina,Lichtblau,W448,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Juan sin patria,1881,Argentina,Lichtblau,W447,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Juan Moreira,1880,Argentina,Lichtblau,W446,nh0053,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Eduardo",Juan Cuello,1880,Argentina,Lichtblau,W445,nh0224,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Eduardo",El jorobado,1880,Argentina,Lichtblau,W444,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Ignacio Monges,1886,Argentina,Lichtblau,W443,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Hormiga Negra,1881,Argentina,Lichtblau,W442,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Los hermanos Barrientos,1886,Argentina,Lichtblau,W441,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Los grandes ladrones,1881,Argentina,Lichtblau,W440,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villaverde, Cirilo",Teresa,1839,Cuba,DLC,W44,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",El puñal del tirano,1888,Argentina,Lichtblau,W439,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Una tragedia de doce años,1895,Argentina,Lichtblau,W438,nh0226,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Eduardo",La Mazorca,1888,Argentina,Lichtblau,W437,nh0225,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Eduardo",Don Juan Manuel de Rosas,1883,Argentina,Lichtblau,W436,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Infamias de una madre,1883,Argentina,Lichtblau,W435,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Doña Dominga Rivadavia,1886,Argentina,Lichtblau,W434,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Una demanda curiosa,1899,Argentina,Lichtblau,W433,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",La muerte de un héroe,1886,Argentina,Lichtblau,W432,nh0056,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Eduardo",El rastreador,1886,Argentina,Lichtblau,W431,nh0009,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Eduardo",Los montoneros,1886,Argentina,Lichtblau,W430,nh0055,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Eduardo",El Chacho,1886,Argentina,Lichtblau,W429,nh0054,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Eduardo",Lanza el gran banquero,1886,Argentina,Lichtblau,W428,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Carlo Lanza,1886,Argentina,Lichtblau,W427,nh0201,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gutiérrez, Eduardo",Astucia de una negra,1880,Argentina,Lichtblau,W426,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Enterrados vivos,1896,Argentina,Lichtblau,W425,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Los asesinos de Alvarez,1883,Argentina,Lichtblau,W424,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Un capitán de ladrones en Buenos Aires,1879,Argentina,Lichtblau,W423,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gutiérrez, Eduardo",Amor funesto,1883,Argentina,Lichtblau,W422,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Guillo, Francisco",Vidalita,1897,Argentina,Lichtblau,W420,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Villaverde, Cirilo",La joven de la flecha de oro,1840,Cuba,DLC,W42,nh0188,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Guillo, Francisco",La tragedia de Santos Lugares,1897,Argentina,Lichtblau,W419,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Guillo, Francisco",Dantón y los federales,1897,Argentina,Lichtblau,W418,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Guillo, Francisco",La corte de don Juan Manuel de Rosas,1897,Argentina,Lichtblau,W417,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Guillo, Francisco",Conventillo de intelectuales,1904,Argentina,Lichtblau,W416,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Guillo, Francisco",El combate de San Lorenzo,1897,Argentina,Lichtblau,W415,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Guillo, Francisco",La bandera del héroe,1897,Argentina,Lichtblau,W414,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Guerra, Rosa",Julia o la educación,1863,Argentina,Lichtblau,W412,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Groussac, Paul",Fruto vedado,1884,Argentina,Lichtblau,W410,nh0164,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Grandmontagne, Francisco","Vivos, tilingos y locos lindos",1901,Argentina,Lichtblau,W409,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Grandmontagne, Francisco",Teodoro Foronda,1896,Argentina,Lichtblau,W408,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Grandmontagne, Francisco",La maldonada,1898,Argentina,Lichtblau,W407,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gorriti, Juana Manuela",Juez y verdugo,1876,Argentina,HathiTrust,W404,nh0043,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gorriti, Juana Manuela",Peregrinaciones de un alma triste,1876,Argentina,HathiTrust,W403,nh0110,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gorriti, Juana Manuela",Un año en California Un viaje al país del oro,1869,Argentina,Lichtblau,W400,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puebla de Godoy, Rosario",La ciudad heroica,1904,Argentina,Lichtblau,W4,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gorriti, Juana Manuela",Gubi-Amaya,1865,Argentina,Lichtblau,W396,nh0178,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Gorriti, Juana Manuela",El ramillete de la velada,1865,Argentina,InternetArchive,W392,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gorriti, Juana Manuela",El pozo del Yocci,1876,Argentina,Lichtblau,W390,nh0041,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Giraldes, Tomás N.",Vengador y suicida,1860,Argentina,Lichtblau,W388,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gicca, Francisco",Ellas,1910,Argentina,Lichtblau,W387,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gicca, Francisco",La corrupción del misticismo o Roma católica,1907,Argentina,Lichtblau,W386,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Gicca, Francisco",El celibato de los Curas,1909,Argentina,Lichtblau,W385,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Ghuiraldo, Alberto",La tiranía del frac,1905,Argentina,Lichtblau,W384,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Garmendia, José Ignacio",El miliciano Rojas,1891,Argentina,Lichtblau,W382,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"García Velloso, Enrique",Neurosis sentimental,1900,Argentina,Lichtblau,W380,nh0254,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Zambrana y Vázquez, Antonio",El negro Francisco,1873,Cuba,DLC,W38,nh0135,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"García Merou, Martín",Ley social Marcos,1885,Argentina,Lichtblau,W379,nh0229,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"García, Juan Agustín",Memorias de un sacristán,1906,Argentina,Lichtblau,W378,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"García, Juan Agustín",La Chepa Leona,1910,Argentina,Lichtblau,W377,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Zentella, Arcadio",Perico,1885,México,Torres-Rioseco,W37,nh0214,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Puig y Cárdenas, Félix",El marqués de Verdemar,1892,Cuba,DLC,W368,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y Cárdenas, Félix",El marqués de Girasol,1892,Cuba,DLC,W367,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y Cárdenas, Félix",Leoncia de Nancis,1892,Cuba,DLC,W366,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y Cárdenas, Félix",Carlota Palmieri,1891,Cuba,DLC,W365,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y Cárdenas, Félix",Ángela,1891,Cuba,DLC,W364,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Piña y Blanco, Ramón",Historia de un bribón dichoso,1860,Cuba,DLC,W362,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Piña y Blanco, Ramón",Gerónimo el honrado,1856,Cuba,DLC,W360,nh0167,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Zayas Guarneros, Pablo",Amor sublime,1899,México,Torres-Rioseco,W36,nh0077,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Pichardo y Tapia, Estebán",El fatalista,1866,Cuba,DLC,W359,nh0147,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Zayas Guarneros, Pablo",Escencas populares,1901,México,Torres-Rioseco,W35,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y de la Puente, Francisco","Amor a la Patria, páginas de un desterrado",1888,Cuba,DLC,W347,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y de la Puente, Francisco",Los cocuyos,1873,Cuba,DLC,W346,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y de la Puente, Francisco","La campana de la tarde; o, Vivir muriendo",1873,Cuba,DLC,W345,nh0220,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Puig y de la Puente, Francisco",Magdalena,1863,Cuba,DLC,W344,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y de la Puente, Francisco",Graziela,1863,Cuba,DLC,W343,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y de la Puente, Francisco",Lágrimas de un ángel,1859,Cuba,DLC,W342,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y de la Puente, Francisco",La tumba de azucenas,1856,Cuba,DLC,W340,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Zayas Guarneros, Pablo",Herencias de bienes robados,1899,México,Torres-Rioseco,W34,nh0063,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Puig y de la Puente, Francisco","Julia, la hija del pescador",1856,Cuba,DLC,W339,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y de la Puente, Francisco",La tumba ignorada,1855,Cuba,DLC,W338,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y de la Puente, Francisco",La campana del ingenio,1884,Cuba,DLC,W337,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Puig y de la Puente, Francisco",Flor del corazón,1857,Cuba,DLC,W336,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Ramos, José Antonio",Humberto Fabra,1908,Cuba,DLC,W333,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Santacilia, Pedro",La clava del indio,1862,Cuba,DLC,W332,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Suárez de Romero, Anselmo",Francisco,1880,Cuba,DLC,W331,nh0121,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Zayas Guarneros, Pablo",La invasión americana en 1847,1898,México,Torres-Rioseco,W33,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Serrano, Francisco de Paula",Ricardo Leyva,1836,Cuba,DLC,W329,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Fontanella, Agustín",Camila o la tiranía de Juan Manuel de Rosas,1903,Argentina,Lichtblau,W324,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Fernández, Nine",Papita,1905,Argentina,Lichtblau,W323,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Fernández, E. G.",Hace un siglo,1906,Argentina,Lichtblau,W322,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Fabricio, León",El hipódromo,1909,Argentina,Lichtblau,W321,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Zayas Enríquez, Rafael de",El teniente de los gavilanes,1902,México,Torres-Rioseco,W32,nh0210,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Ezcurra, Eduardo de",Buenos Aires en el siglo XXX,1891,Argentina,Lichtblau,W319,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Estrada, Santiago",El hogar en la pampa,1866,Argentina,Lichtblau,W318,nh0093,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Cartey, Guido Anatolio",Libertad Cadenas rotas,1905,Argentina,Lichtblau,W316,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Estrada, Ángel de",Redención,1906,Argentina,Lichtblau,W315,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Estrada, Ángel de",La ilusión,1910,Argentina,Lichtblau,W314,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Echagüe, Pedro",La Chapanay,1884,Argentina,Lichtblau,W311,nh0061,fictional,narrative,prose,n.a.,yes,own structure,adult,realistic,
"Echagüe, Pedro",Cuatro noches en el mar o sea Amalia y Amelia,1886,Argentina,Lichtblau,W310,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Zayas Enríquez, Rafael de",Oceánica,1887,México,Torres-Rioseco,W31,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Quevedo y Zubieta, Salvador",El carnaval de México en 1879,1879,México,Torres-Rioseco,W308,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Ruiz Álvarez, Eduardo",Historia de la Guerra de Intervención en Michoacán,1896,México,Torres-Rioseco,W307,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Ruanova, Francisco de P.",El reformador de México,1874,México,Torres-Rioseco,W306,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Roldán, Eutimio",Rosaura Muñoz,1902,México,Torres-Rioseco,W304,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Roldán, Eutimio",Querida del tío Toño,1900,México,Torres-Rioseco,W302,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
"Roldán, Eutimio",Mefistófeles,1898,México,Torres-Rioseco,W301,-,fictional,narrative,prose,yes,n.a.,own structure,adult,realistic,
