author-name,work-title,earliest-publication-date,country,source,bibacme-work-id,cligs-idno,fictionality,narrativity,prose,>82p,">15,500w",own-structure,readership,realistic,note
"Payno, Manuel","La víspera y el día de una boda","1901","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Payno, Manuel","Un doctor","1901","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Payno, Manuel","María","1901","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Pacheco, J. R.","El criollo","1885","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Oteyza Bustamante, José","Un acontecimiento en Tucumán","1883","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Mansilla de García, Eduarda","Un amor","1885","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Llanos, Julio","El capitán Morillo – últimas víctimas de Rosas","","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"López Torres, Francisco","La virgen de Lima","1858","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Lehardy, Karl","Clelia","NaN","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Larreta, Enrique","Artemis","1903","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Larrain, Nicanor","El alma de Jesús Pérez, o la justicia del terror","1871","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Labastié, Luis","El cuento del tío","1902","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Herrero, José Aurelio","Defensa del celebérrimo escritor Veterano Aforismos, hecha en últimas
                        instancia por el no menos célebre abogado del foro de Mar-Chiquita, Don José
                        Aurelio Herrero (Alias Teseo)","1872","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Gutiérrez, Tomás","La maldición o el compadrito","1859","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Guindilla","Dos niñas hechiceras","1874","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Gorriti, Juana Manuela","Feliza","1876","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Gorriti, Juana Manuela","Oasis en la vida","1888","Argentina","Lichtblau","-","-","fictional","narrative","prose","n.a.","no","own structure","adult","realistic",""
"Gorriti, Juana Manuela","La novia del muerto","1865","","InternetArchive","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Gorriti, Juana Manuela","El tesoro de los Incas","1865","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Gorriti, Juana Manuela","La hija del mashorquero","1865","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Gorriti, Juana Manuela","Si haces mal no esperes bien","1865","","InternetArchive","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Gorriti, Juana Manuela","El guante negro","1865","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Gorriti, Juana Manuela","La quena","1845","Argentina","Lichtblau","-","-","fictional","narrative","prose","n.a.","no","own structure","adult","realistic",""
"Gómez, Eusebio F.","Angélica o una víctima de sus amores","1859","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Garmendia, José Ignacio","El perro adivino","1891","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Garmendia, José Ignacio","En la pampa","1891","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Puig y Cárdenas, Félix","Historia de un crimen","1894","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Puig y Cárdenas, Félix","La Bella Loca","1900","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Palma y Romay, Ramón de","Matanzas y Yumurí","1837","","EnCaribe","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Puig y de la Puente, Francisco","Narciso López en Cárdenas","1903","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rodríguez Émbil, Luis","El velo de la diosa","1908","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rodríguez Émbil, Luis","Gil Luna, artista","1908","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Teurbe Tolón y de la Guardia, Miguel","Lola Guara","1846","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Tanco y Bosmeniel, Félix","Petrona y Rosalia","1838","Cuba","DLC","-","-","fictional","narrative","prose","n.a.","no","own structure","adult","realistic",""
"Frías Collao, Baldomero","Mercedes","1892","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Franquelo, Carlos","La amante del muerto","1902","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Ezcurra y Pardo, M.","El escarabajo","1887","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Echeverría, Esteban","El matadero","1871","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Echagüe, Pedro","Elvira o el temple de alma de una sanjuanina La Rinconada","1865","Argentina","Lichtblau","-","-","fictional","narrative","prose","n.a.","no","own structure","adult","realistic",""
"Quiroz, Bernhardino de Jesús","Siempre el bien y la virtud","1876","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Roldán, Eutimio","Quetzal y Metztlixochitl","1902","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rodríguez Galván, Ignacio","El secreto","1840","","Wikipedia","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rodríguez Galván, Ignacio","El visitador","1838","","Mata","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rodríguez Galván, Ignacio","Tras un mal vienen ciento","1901","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rodríguez Galván, Ignacio","La procesión","1838","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rodríguez Galván, Ignacio","Manolito el pisaverde","1837","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rodríguez Galván, Ignacio","La hija del oidor","1836","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Robleda y Troncoso, Cayetano","Mercurio, Lágrimas y cenizas","1892","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Roa Bárcena, José María","Aminta Rovero","1870","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Roa Bárcena, José María","Buondelmonti","1870","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rey, Emilio","¡Amor de ángel!","1854","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rebolledo, Efrén","El enemigo","1900","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rebolledo, Efrén","Nikko","1910","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rebolledo, Efrén","Hojas de bambú","1910","México","TorresRioseco","-","-","fictional","narrative","prose","n.a.","no","own structure","adult","realistic",""
"Ramírez, José María","Mi frac","1888","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Rabasa, Emilio","La guerra de tres años","","","NovelaCorta","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Sosa, Francisco","El sueño de la magnetizada","1877","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Sosa, Francisco","El privado","1877","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Sosa, Francisco","La hoja seca","1877","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Sosa, Francisco","En el mar","1877","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Sosa, Francisco","Una venganza","1877","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Sosa, Francisco","El Doctor Cupido","1873","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Sierra O'Reilly, Justo","Los Bandos de Valladolid","","","BVY","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Sierra O'Reilly, Justo","D. Juan de Escobar","","","BVY","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Sierra O'Reilly, Justo","El Secreto del Ajusticiado","1892","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Sierra O'Reilly, Justo","El Filibustero","","","","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Segale, Atenógenes","La estatua de Psiquis","1892","","Brushwood","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Segale, Atenógenes","La monja","1897","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Segale, Atenógenes","La mudana","1897","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Segale, Atenógenes","Las educandas de S. Amor","1897","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Segale, Atenógenes","Rosa - Cruz","1897","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Sánchez Mármol, Manuel","La Venganza de una Injuria","1861","","SanchezMarmolI","-","-","fictional","narrative","prose","n.a.","no","own structure","adult","realistic",""
"Salado Álvarez, Victoriano","Estafeta política y social","","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Salado Álvarez, Victoriano","Memorias de un polizonte","","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Ulloa, Ambrosio","Entre dos abismos","1907","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Ulloa, Ambrosio","Una billetera","1907","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Ulloa, Ambrosio","Del natural","1907","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Cursach, Antonio","Los enemigos del alma","1908","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Carballido, Pastor M.","Días sombríos","1887","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Cané, Miguel (p.)","Episodio de la peste: Cora o la partida de caza","1859","","Molina","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Cané, Miguel (p.)","Una historia Marcelina","1838","","Molina","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Cané, Miguel (p.)","Dos pensamientos","1838","","Molina","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Cané, Miguel (p.)","Una noche de boda","1858","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Cabales, Claudio","Luisa Kiernan","1891","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Villa Gordoa, Jesús","María de la Asunción","1906","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Valle, Guillermo del","El Castillo de Lunel","1881","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Bunge, Carlos Octavio","La perfidia femenina","1908","","BDH","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Bunge, Carlos Octavio","La sirena","1908","","BDH","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Bunge, Carlos Octavio","El capitán Pérez","1907","","Gutenberg","-","-","fictional","narrative","prose","n.a.","no","own structure","adult","realistic",""
"Bunge, Carlos Octavio","El último grande de España","1907","","Gutenberg","-","-","fictional","narrative","prose","n.a.","no","own structure","adult","realistic",""
"Bunge, Carlos Octavio","La madrina de Lita","1907","Argentina","Lichtblau","-","-","fictional","narrative","prose","n.a.","no","own structure","adult","realistic",""
"Bertal, O.","Un recuerdo de carnaval","1887","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Bermejo, Ildefonso Antonio","Un presentimiento","1855","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Bermejo, Ildefonso Antonio","María Estuardo","1855","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Bermejo, Ildefonso Antonio","El esclavo","1855","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Bermejo, Ildefonso Antonio","El ángel de mi guardia","1855","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Villaverde, Cirilo","La Cruz Negra","1838","","Trelles","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Villaverde, Cirilo","La cueva de Taganana","1837","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Villaverde, Cirilo","La tejedora de sombreros de yarey","","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Villaverde, Cirilo","Comunidad de nombres y apellidos","1845","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Villaverde, Cirilo","El espetón de oro","1838","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Villaverde, Cirilo","La peña blanca","1837","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Valle, Adrián del","Marta","1894","Cuba","DLC","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Zarzamendi, M. M.","Doble personalidad","1883","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Zarzamendi, M. M.","Ciencia y Conciencia","1883","México","TorresRioseco","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Arredondo, Marcos F.","Carmen o batallas de la vida","1890","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Arauz, Toribio","Aurora y Enrique, o sea La Guerra Civil","1858","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Albert, Luis J.","Lía","1879","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Alberdi, Juan Bautista","Tobías o la cárcel a la vela","1851","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
"Aguilar, Ventura","Noche penal","1888","Argentina","Lichtblau","-","-","fictional","narrative","prose","no","n.a.","own structure","adult","realistic",""
